Tiempo;Canal A;Canal B
(ms);(V);(mV)

-501,31495338;11,11789000;281,15180000
-500,98727338;11,11789000;274,74290000
-500,65959338;11,11789000;268,12040000
-500,33191338;11,09592000;259,84980000
-500,00423338;11,09592000;252,75430000
-499,67655339;11,09592000;245,58240000
-499,34887339;11,07456000;238,42580000
-499,02119339;11,07456000;231,52870000
-498,69351339;11,09592000;224,15840000
-498,36583339;11,09592000;216,91030000
-498,03815340;11,09592000;209,47900000
-497,71047340;11,11789000;202,16980000
-497,38279340;11,09592000;195,13530000
-497,05511340;11,11789000;187,68880000
-496,72743340;11,11789000;180,37960000
-496,39975341;11,09592000;172,87210000
-496,07207341;11,09592000;165,08990000
-495,74439341;11,09592000;158,26900000
-495,41671341;11,07456000;151,15820000
-495,08903341;11,07456000;143,58960000
-494,76135342;11,09592000;136,14310000
-494,43367342;11,09592000;130,06990000
-494,10599342;11,11789000;123,11170000
-493,77831342;11,13987000;115,74140000
-493,45063342;11,11789000;107,47090000
-493,12295343;11,09592000;99,94811000
-492,79527343;11,11789000;92,85255000
-492,46759343;11,11789000;85,26871000
-492,13991343;11,11789000;76,72353000
-491,81223343;11,11789000;68,52931000
-491,48455344;11,11789000;61,08279000
-491,15687344;11,11789000;53,02591000
-490,82919344;11,13987000;45,57939000
-490,50151344;11,13987000;37,99554000
-490,17383344;11,11789000;30,76266000
-489,84615345;11,11789000;23,45347000
-489,51847345;11,09592000;15,80859000
-489,19079345;11,07456000;9,10977400
-488,86311345;11,05258000;1,67851800
-488,53543345;11,05258000;-5,47807200
-488,20775346;11,03061000;-12,84829000
-487,88007346;11,05258000;-20,56947000
-487,55239346;11,07456000;-27,80236000
-487,22471346;11,05258000;-34,97421000
-486,89703346;11,07456000;-42,28339000
-486,56935347;11,09592000;-49,72991000
-486,24167347;11,11789000;-57,03909000
-485,91399347;11,11789000;-63,72264000
-485,58631347;11,13987000;-71,01657000
-485,25863347;11,13987000;-77,99004000
-484,93095348;11,11789000;-84,81093000
-484,60327348;11,11789000;-92,12011000
-484,27559348;11,09592000;-99,27671000
-483,94791348;11,07456000;-106,17390000
-483,62023348;11,07456000;-113,13210000
-483,29255349;11,07456000;-120,16660000
-482,96487349;11,07456000;-127,53680000
-482,63719349;11,07456000;-133,94570000
-482,30951349;11,09592000;-140,90400000
-481,98183349;11,11789000;-148,07580000
-481,65415350;11,13987000;-155,38500000
-481,32647350;11,13987000;-163,24350000
-480,99879350;11,13987000;-168,55370000
-480,67111350;11,13987000;-175,51190000
-480,34343350;11,13987000;-182,33280000
-480,01575351;11,13987000;-189,42840000
-479,68807351;11,11789000;-197,08850000
-479,36039351;11,11789000;-202,93280000
-479,03271351;11,09592000;-209,69270000
-478,70503351;11,09592000;-216,10160000
-478,37735352;11,09592000;-222,86140000
-478,04967352;11,07456000;-229,74330000
-477,72199352;11,07456000;-235,87750000
-477,39431352;11,07456000;-242,43900000
-477,06663352;11,07456000;-249,12260000
-476,73895353;11,05258000;-255,72980000
-476,41127353;11,07456000;-262,90170000
-476,08359353;11,09592000;-269,89040000
-475,75591353;11,09592000;-276,49770000
-475,42823353;11,11789000;-282,70820000
-475,10055354;11,11789000;-289,25440000
-474,77287354;11,11789000;-296,34990000
-474,44519354;11,11789000;-302,78940000
-474,11751354;11,13987000;-309,09140000
-473,78983354;11,13987000;-315,42400000
-473,46215355;11,13987000;-322,13810000
-473,13447355;11,13987000;-328,40960000
-472,80679355;11,13987000;-333,85720000
-472,47911355;11,13987000;-339,18270000
-472,15143355;11,11789000;-345,07280000
-471,82375356;11,13987000;-350,61190000
-471,49607356;11,13987000;-355,80000000
-471,16839356;11,13987000;-359,69110000
-470,84071356;11,11789000;-364,46730000
-470,51303356;11,11789000;-369,79280000
-470,18535357;11,11789000;-374,78250000
-469,85767357;11,11789000;-379,71130000
-469,52999357;11,11789000;-384,35010000
-469,20231357;11,09592000;-389,26360000
-468,87463357;11,09592000;-394,03970000
-468,54695358;11,09592000;-398,61750000
-468,21927358;11,09592000;-403,60730000
-467,89159358;11,09592000;-407,83410000
-467,56391358;11,09592000;-411,99980000
-467,23623358;11,07456000;-415,87570000
-466,90855359;11,07456000;-419,69050000
-466,58087359;11,09592000;-423,71900000
-466,25319359;11,09592000;-427,39650000
-465,92551359;11,07456000;-430,86030000
-465,59783359;11,09592000;-434,12580000
-465,27015360;11,09592000;-437,66590000
-464,94247360;11,09592000;-441,61810000
-464,61479360;11,09592000;-444,74620000
-464,28711360;11,11789000;-448,01170000
-463,95943360;11,09592000;-451,35350000
-463,63175361;11,09592000;-454,32900000
-463,30407361;11,11789000;-457,18250000
-462,97639361;11,11789000;-460,17330000
-462,64871361;11,09592000;-462,75210000
-462,32103361;11,07456000;-465,31570000
-461,99335362;11,09592000;-467,89450000
-461,66567362;11,07456000;-470,96160000
-461,33799362;11,07456000;-473,25050000
-461,01031362;11,07456000;-475,20370000
-460,68263362;11,05258000;-477,09590000
-460,35495363;11,05258000;-478,97270000
-460,02727363;11,05258000;-481,00220000
-459,69959363;11,07456000;-482,89430000
-459,37191363;11,05258000;-484,63390000
-459,04423363;11,07456000;-486,11400000
-458,71655364;11,09592000;-487,38060000
-458,38887364;11,09592000;-488,84550000
-458,06119364;11,09592000;-490,17300000
-457,73351364;11,09592000;-491,43950000
-457,40583364;11,11789000;-492,50770000
-457,07815365;11,11789000;-493,69790000
-456,75047365;11,13987000;-495,17800000
-456,42279365;11,13987000;-496,09360000
-456,09511365;11,13987000;-496,59710000
-455,76743365;11,13987000;-497,52800000
-455,43975366;11,16184000;-498,30620000
-455,11207366;11,16184000;-498,30620000
-454,78439366;11,16184000;-498,67240000
-454,45671366;11,16184000;-499,17600000
-454,12903366;11,16184000;-499,48110000
-453,80135367;11,13987000;-499,57270000
-453,47367367;11,13987000;-499,57270000
-453,14599367;11,13987000;-499,57270000
-452,81831367;11,13987000;-499,66430000
-452,49063367;11,13987000;-499,66430000
-452,16295368;11,13987000;-499,75580000
-451,83527368;11,11789000;-∞
-451,50759368;11,11789000;-∞
-451,17991368;11,13987000;-∞
-450,85223368;11,13987000;-∞
-450,52455369;11,13987000;-∞
-450,19687369;11,11789000;-∞
-449,86919369;11,11789000;-∞
-449,54151369;11,11789000;-∞
-449,21383369;11,13987000;-∞
-448,88615370;11,13987000;-∞
-448,55847370;11,11789000;-∞
-448,23079370;11,11789000;-∞
-447,90311370;11,11789000;-∞
-447,57543370;11,13987000;-∞
-447,24775371;11,11789000;-∞
-446,92007371;11,11789000;-∞
-446,59239371;11,11789000;-∞
-446,26471371;11,11789000;-∞
-445,93703371;11,13987000;-∞
-445,60935372;11,13987000;-∞
-445,28167372;11,13987000;-∞
-444,95399372;11,13987000;-∞
-444,62631372;11,16184000;-∞
-444,29863372;11,16184000;-∞
-443,97095373;11,16184000;-∞
-443,64327373;11,16184000;-∞
-443,31559373;11,16184000;-∞
-442,98791373;11,16184000;-∞
-442,66023373;11,16184000;-∞
-442,33255374;11,13987000;-∞
-442,00487374;11,13987000;-∞
-441,67719374;11,13987000;-∞
-441,34951374;11,11789000;-∞
-441,02183374;11,09592000;-∞
-440,69415375;11,09592000;-∞
-440,36647375;11,09592000;-∞
-440,03879375;11,09592000;-∞
-439,71111375;11,11789000;-∞
-439,38343375;11,11789000;-∞
-439,05575376;11,11789000;-∞
-438,72807376;11,11789000;-∞
-438,40039376;11,13987000;-∞
-438,07271376;11,13987000;-∞
-437,74503376;11,13987000;-∞
-437,41735377;11,13987000;-∞
-437,08967377;11,13987000;-∞
-436,76199377;11,13987000;-∞
-436,43431377;11,11789000;-∞
-436,10663377;11,13987000;-∞
