Tiempo;Canal A;Canal B
(ms);(V);(mV)

-501,19842630;11,16184000;56,04724000
-500,87074630;11,16184000;55,69627000
-500,54306630;11,16184000;56,38294000
-500,21538630;11,16184000;56,32190000
-499,88770630;11,16184000;56,73391000
-499,56002631;11,16184000;56,18457000
-499,23234631;11,13987000;55,69627000
-498,90466631;11,13987000;55,55894000
-498,57698631;11,13987000;54,94857000
-498,24930631;11,13987000;54,87228000
-497,92162632;11,11789000;54,67391000
-497,59394632;11,11789000;54,67391000
-497,26626632;11,11789000;55,22324000
-496,93858632;9,80681800;55,63524000
-496,61090632;8,51710600;56,04724000
-496,28322633;7,20603000;56,10828000
-495,95554633;5,89434500;55,77257000
-495,62786633;4,58327000;56,04724000
-495,30018633;3,29355800;55,90990000
-494,97250633;1,98248200;56,24561000
-494,64482634;0,67140720;56,94753000
-494,31714634;0,67140720;56,38294000
-493,98946634;0,67140720;55,97094000
-493,66178634;0,67140720;55,77257000
-493,33410634;0,67140720;55,90990000
-493,00642635;0,67140720;55,69627000
-492,67874635;0,67140720;56,18457000
-492,35106635;0,67140720;55,63524000
-492,02338635;0,67140720;55,22324000
-491,69570635;0,67140720;55,69627000
-491,36802636;0,67140720;55,42161000
-491,04034636;0,67140720;55,83361000
-490,71266636;0,67140720;55,63524000
-490,38498636;0,67140720;55,83361000
-490,05730636;0,67140720;55,14695000
-489,72962637;0,67140720;55,28428000
-489,40194637;0,67140720;55,49791000
-489,07426637;0,67140720;55,00961000
-488,74658637;0,67140720;55,28428000
-488,41890637;0,67140720;55,00961000
-488,09122638;0,67140720;54,59761000
-487,76354638;0,67140720;54,46028000
-487,43586638;0,67140720;54,46028000
-487,10818638;0,67140720;53,91095000
-486,78050638;0,67140720;55,42161000
-486,45282639;0,67140720;56,94753000
-486,12514639;0,67140720;57,69524000
-485,79746639;0,67140720;57,63420000
-485,46978639;0,67140720;57,22220000
-485,14210639;0,67140720;56,87124000
-484,81442640;0,67140720;56,18457000
-484,48674640;0,67140720;55,77257000
-484,15906640;0,67140720;55,49791000
-483,83138640;0,64943390;55,36057000
-483,50370640;0,64943390;55,22324000
-483,17602641;0,64943390;55,63524000
-482,84834641;0,64943390;56,10828000
-482,52066641;0,64943390;55,36057000
-482,19298641;0,64943390;55,90990000
-481,86530641;0,64943390;53,01065000
-481,53762642;0,64943390;51,83569000
-481,20994642;0,67140720;51,69835000
-480,88226642;0,67140720;51,77465000
-480,55458642;0,67140720;51,36265000
-480,22690642;0,67140720;51,69835000
-479,89922643;0,67140720;51,91198000
-479,57154643;0,67140720;51,42368000
-479,24386643;0,67140720;51,56102000
-478,91618643;0,67140720;51,08798000
-478,58850643;0,67140720;50,95065000
-478,26082644;0,67140720;50,95065000
-477,93314644;0,67140720;50,73702000
-477,60546644;0,67140720;50,67598000
-477,27778644;0,67140720;50,05035000
-476,95010644;0,67140720;49,50102000
-476,62242645;0,67140720;49,08902000
-476,29474645;0,67140720;48,60072000
-475,96706645;0,67140720;48,18872000
-475,63938645;0,67140720;47,99035000
-475,31170645;0,67140720;47,50206000
-474,98402646;0,67140720;47,15109000
-474,65634646;0,67140720;46,40339000
-474,32866646;0,67140720;45,91509000
-474,00098646;0,67140720;45,85406000
-473,67330646;0,67140720;44,19080000
-473,34562647;0,67140720;44,40443000
-473,01794647;0,67140720;43,85509000
-472,69026647;0,64943390;43,09213000
-472,36258647;0,64943390;42,40546000
-472,03490647;0,64943390;42,19184000
-471,70722648;0,64943390;42,32917000
-471,37954648;0,62746050;41,91717000
-471,05186648;0,62746050;42,13080000
-470,72418648;0,62746050;42,13080000
-470,39650648;0,62746050;41,85613000
-470,06882649;0,64943390;41,23050000
-469,74114649;0,64943390;40,74221000
-469,41346649;0,64943390;40,26917000
-469,08578649;0,64943390;40,54384000
-468,75810649;0,67140720;40,74221000
-468,43042650;0,64943390;40,40651000
-468,10274650;0,64943390;40,05554000
-467,77506650;0,64943390;39,09421000
-467,44738650;0,62746050;38,81954000
-467,11970650;0,62746050;38,33125000
-466,79202651;0,62746050;38,05658000
-466,46434651;0,62746050;35,44725000
-466,13666651;0,62746050;35,44725000
-465,80898651;0,64943390;34,47065000
-465,48130651;0,64943390;33,86028000
-465,15362652;0,64943390;32,68532000
-464,82594652;0,67140720;31,99866000
-464,49826652;0,67140720;31,92236000
-464,17058652;0,67140720;31,99866000
-463,84290652;0,67140720;31,92236000
-463,51522653;0,67140720;32,05969000
-463,18754653;0,67140720;31,72399000
-462,85986653;0,67140720;31,09836000
-462,53218653;0,64943390;30,74740000
-462,20450653;0,64943390;29,23673000
-461,87682654;0,64943390;30,33540000
-461,54914654;0,64943390;30,47273000
-461,22146654;0,64943390;29,23673000
-460,89378654;0,64943390;29,64873000
-460,56610654;0,64943390;29,86236000
-460,23842655;0,64943390;29,23673000
-459,91074655;0,67140720;28,41273000
-459,58306655;0,67140720;27,58873000
-459,25538655;0,67140720;27,23777000
-458,92770655;0,67140720;26,96310000
-458,60002656;0,67140720;26,27643000
-458,27234656;0,67140720;25,31510000
-457,94466656;0,67140720;24,68947000
-457,61698656;0,67140720;24,68947000
-457,28930656;0,67140720;24,62844000
-456,96162657;0,67140720;24,06384000
-456,63394657;0,64943390;23,37718000
-456,30626657;0,64943390;23,10251000
-455,97858657;0,64943390;23,51451000
-455,65090657;0,64943390;23,23984000
-455,32322658;0,64943390;22,62947000
-454,99554658;0,64943390;22,06488000
-454,66786658;0,64943390;21,04251000
-454,34018658;0,64943390;20,49318000
-454,01250658;0,67140720;20,35585000
-453,68482659;0,67140720;19,73022000
-453,35714659;0,67140720;19,94385000
-453,02946659;0,67140720;19,24192000
-452,70178659;0,67140720;19,18088000
-452,37410659;0,67140720;18,69258000
-452,04642660;0,67140720;18,63155000
-451,71874660;0,67140720;18,49422000
-451,39106660;0,67140720;18,69258000
-451,06338660;0,67140720;18,49422000
-450,73570660;0,67140720;17,59392000
-450,40802661;0,67140720;16,35792000
-450,08034661;0,67140720;16,08325000
-449,75266661;0,67140720;15,51866000
-449,42498661;0,67140720;15,51866000
-449,09730661;0,67140720;15,73229000
-448,76962662;0,67140720;15,67125000
-448,44194662;0,67140720;14,77096000
-448,11426662;0,67140720;14,28266000
-447,78658662;0,67140720;13,73333000
-447,45890662;0,67140720;13,04666000
-447,13122663;0,67140720;11,94800000
-446,80354663;0,67140720;11,45970000
-446,47586663;0,67140720;10,28474000
-446,14818663;0,67140720;9,87273800
-445,82050663;0,67140720;9,39970000
-445,49282664;0,67140720;11,39866000
-445,16514664;0,67140720;10,55940000
-444,83746664;0,67140720;10,01007000
-444,50978664;0,67140720;9,94903400
-444,18210664;0,67140720;9,59807000
-443,85442664;0,64943390;9,46073700
-443,52674665;0,64943390;8,91140500
-443,19906665;0,64943390;8,08740400
-442,87138665;0,64943390;7,73644200
-442,54370665;0,64943390;7,04977500
-442,21602665;0,64943390;5,87481300
-441,88834666;0,64943390;5,73747900
-441,56066666;0,62746050;6,08844200
-441,23298666;0,64943390;6,14947900
-440,90530666;0,64943390;3,87585000
-440,57762666;0,64943390;3,05185100
-440,24994667;0,64943390;2,91451700
-439,92226667;0,64943390;2,22785100
-439,59458667;0,64943390;1,54118500
-439,26690667;0,64943390;1,32755500
-438,93922667;0,64943390;1,26651800
-438,61154668;0,64943390;0,64088860
-438,28386668;0,64943390;-0,30518510
-437,95618668;0,62746050;-1,12918500
-437,62850668;0,62746050;-1,34281400
-437,30082668;0,62746050;-1,48014800
-436,97314669;0,62746050;-1,96844400
-436,64546669;0,62746050;-2,38044400
-436,31778669;0,64943390;-2,99081400
-435,99010669;0,64943390;-3,34177700
