Tiempo;Canal A;Canal B
(ms);(V);(mV)

-501,34940486;0,64943390;-158,55890000
-501,02172486;0,64943390;-159,38290000
-500,69404487;0,64943390;-159,99330000
-500,36636487;0,67140720;-160,06960000
-500,03868487;0,67140720;-160,69520000
-499,71100487;0,67140720;-161,16820000
-499,38332487;0,64943390;-160,96990000
-499,05564488;0,64943390;-161,38190000
-498,72796488;0,64943390;-161,85490000
-498,40028488;0,64943390;-161,93120000
-498,07260488;0,64943390;-162,34320000
-497,74492488;0,64943390;-163,57920000
-497,41724489;0,62746050;-161,71760000
-497,08956489;0,60548720;-161,58020000
-496,76188489;0,62746050;-161,51920000
-496,43420489;0,62746050;-161,79390000
-496,10652489;0,62746050;-161,71760000
-495,77884490;0,62746050;-161,58020000
-495,45116490;0,62746050;-161,99220000
-495,12348490;0,62746050;-162,28220000
-494,79580490;0,62746050;-161,85490000
-494,46812490;0,64943390;-162,20590000
-494,14044491;0,64943390;-162,34320000
-493,81276491;0,64943390;-162,14480000
-493,48508491;0,64943390;-162,48050000
-493,15740491;0,64943390;-162,55680000
-492,82972491;0,64943390;-162,14480000
-492,50204492;0,64943390;-162,96880000
-492,17436492;0,67140720;-163,24350000
-491,84668492;0,67140720;-163,10620000
-491,51900492;0,67140720;-162,61790000
-491,19132492;0,67140720;-162,00750000
-490,86364493;0,67140720;-162,00750000
-490,53596493;0,67140720;-161,85490000
-490,20828493;0,67140720;-161,65650000
-489,88060493;0,64943390;-162,41950000
-489,55292493;0,64943390;-163,38080000
-489,22524494;0,64943390;-163,51820000
-488,89756494;0,64943390;-163,44190000
-488,56988494;0,64943390;-163,57920000
-488,24220494;0,64943390;-162,96880000
-487,91452494;0,62746050;-162,83150000
-487,58684495;0,62746050;-162,61790000
-487,25916495;0,64943390;-163,10620000
-486,93148495;0,64943390;-163,44190000
-486,60380495;0,64943390;-161,87020000
-486,27612495;0,64943390;-163,02990000
-485,94844496;0,64943390;-162,96880000
-485,62076496;0,64943390;-162,41950000
-485,29308496;0,67140720;-163,16720000
-484,96540496;0,67140720;-163,30450000
-484,63772496;0,67140720;-163,16720000
-484,31004497;0,67140720;-163,79280000
-483,98236497;0,67140720;-164,34220000
-483,65468497;0,67140720;-164,28110000
-483,32700497;0,67140720;-163,93020000
-482,99932497;0,67140720;-164,14380000
-482,67164498;0,67140720;-162,83150000
-482,34396498;0,67140720;-162,41950000
-482,01628498;0,67140720;-161,58020000
-481,68860498;0,67140720;-161,38190000
-481,36092498;0,67140720;-161,24450000
-481,03324499;0,67140720;-161,79390000
-480,70556499;0,67140720;-161,79390000
-480,37788499;0,67140720;-161,10720000
-480,05020499;0,64943390;-160,28320000
-479,72252499;0,64943390;-160,20690000
-479,39484500;0,64943390;-160,48160000
-479,06716500;0,64943390;-160,06960000
-478,73948500;0,62746050;-159,16930000
-478,41180500;0,62746050;-158,89460000
-478,08412500;0,62746050;-158,75730000
-477,75644501;0,62746050;-158,83360000
-477,42876501;0,64943390;-158,42160000
-477,10108501;0,64943390;-156,56000000
-476,77340501;0,64943390;-156,56000000
-476,44572501;0,64943390;-158,20790000
-476,11804502;0,67140720;-157,79590000
-475,79036502;0,67140720;-158,20790000
-475,46268502;0,67140720;-157,93330000
-475,13500502;0,67140720;-157,58230000
-474,80732502;0,67140720;-157,79590000
-474,47964502;0,67140720;-157,38390000
-474,15196503;0,67140720;-157,03300000
-473,82428503;0,67140720;-156,75830000
-473,49660503;0,67140720;-156,01060000
-473,16892503;0,64943390;-155,72070000
-472,84124503;0,62746050;-155,44600000
-472,51356504;0,62746050;-155,11030000
-472,18588504;0,62746050;-154,89670000
-471,85820504;0,60548720;-154,62200000
-471,53052504;0,58412430;-153,93530000
-471,20284504;0,58412430;-153,58440000
-470,87516505;0,58412430;-154,21000000
-470,54748505;0,60548720;-154,62200000
-470,21980505;0,62746050;-154,42360000
-469,89212505;0,62746050;-154,69830000
-469,56444505;0,62746050;-154,14900000
-469,23676506;0,64943390;-152,89770000
-468,90908506;0,67140720;-151,58540000
-468,58140506;0,67140720;-151,31080000
-468,25372506;0,67140720;-151,31080000
-467,92604506;0,67140720;-150,89880000
-467,59836507;0,67140720;-150,15110000
-467,27068507;0,64943390;-149,80010000
-466,94300507;0,64943390;-149,11340000
-466,61532507;0,64943390;-148,35050000
-466,28764507;0,64943390;-147,38910000
-465,95996508;0,64943390;-146,70250000
-465,63228508;0,64943390;-146,48880000
-465,30460508;0,62746050;-144,48990000
-464,97692508;0,62746050;-143,72690000
-464,64924508;0,64943390;-143,31490000
-464,32156509;0,62746050;-141,72800000
-463,99388509;0,62746050;-141,31590000
-463,66620509;0,62746050;-140,76660000
-463,33852509;0,62746050;-139,31700000
-463,01084509;0,62746050;-137,39430000
-462,68316510;0,62746050;-136,49400000
-462,35548510;0,62746050;-135,94470000
-462,02780510;0,62746050;-135,25800000
-461,70012510;0,62746050;-135,88370000
-461,37244510;0,62746050;-136,63140000
-461,04476511;0,62746050;-135,80740000
-460,71708511;0,62746050;-134,98340000
-460,38940511;0,62746050;-133,45740000
-460,06172511;0,62746050;-132,77080000
-459,73404511;0,60548720;-131,67210000
-459,40636512;0,58412430;-130,63450000
-459,07868512;0,60548720;-129,81050000
-458,75100512;0,58412430;-128,91020000
-458,42332512;0,58412430;-127,88780000
-458,09564512;0,58412430;-127,04850000
-457,76796513;0,58412430;-126,36190000
-457,44028513;0,58412430;-125,46160000
-457,11260513;0,60548720;-125,53790000
-456,78492513;0,62746050;-124,30190000
-456,45724513;0,62746050;-123,18800000
-456,12956514;0,64943390;-123,40160000
-455,80188514;0,64943390;-121,18900000
-455,47420514;0,64943390;-120,44130000
-455,14652514;0,64943390;-119,40370000
-454,81884514;0,67140720;-118,03030000
-454,49116515;0,67140720;-116,91640000
-454,16348515;0,67140720;-116,09240000
-453,83580515;0,67140720;-115,05480000
-453,50812515;0,67140720;-113,95610000
-453,18044515;0,67140720;-112,78110000
-452,85276516;0,64943390;-111,68250000
-452,52508516;0,64943390;-110,85850000
-452,19740516;0,64943390;-109,62250000
-451,86972516;0,64943390;-108,23390000
-451,54204516;0,62746050;-106,72320000
-451,21436517;0,62746050;-105,41090000
-450,88668517;0,62746050;-104,03760000
-450,55900517;0,62746050;-102,64900000
-450,23132517;0,62746050;-101,48930000
-449,90364517;0,60548720;-97,21671000
-449,57596518;0,60548720;-95,76707000
-449,24828518;0,60548720;-94,59211000
-448,92060518;0,62746050;-93,08144000
-448,59292518;0,62746050;-91,83018000
-448,26524518;0,60548720;-90,67049000
-447,93756519;0,60548720;-89,35819000
-447,60988519;0,62746050;-90,04486000
-447,28220519;0,62746050;-88,51894000
-446,95452519;0,62746050;-86,94723000
-446,62684519;0,62746050;-85,55863000
-446,29916520;0,62746050;-84,10900000
-445,97148520;0,62746050;-80,18738000
-445,64380520;0,62746050;-79,14975000
-445,31612520;0,62746050;-77,91375000
-444,98844520;0,60548720;-76,54042000
-444,66076521;0,62746050;-75,42649000
-444,33308521;0,60548720;-73,97686000
-444,00540521;0,60548720;-72,67982000
-443,67772521;0,60548720;-71,23020000
-443,35004521;0,60548720;-70,81820000
-443,02236522;0,62746050;-69,23124000
-442,69468522;0,62746050;-70,74191000
-442,36700522;0,64943390;-69,23124000
-442,03932522;0,64943390;-67,84264000
-441,71164522;0,67140720;-66,74397000
-441,38396523;0,67140720;-65,37064000
-441,05628523;0,67140720;-63,84472000
-440,72860523;0,67140720;-63,02072000
-440,40092523;0,67140720;-59,86205000
-440,07324523;0,67140720;-58,61079000
-439,74556524;0,64943390;-57,23746000
-439,41788524;0,64943390;-56,47450000
